province,U_R,COICOP,Products,Weights,Source
99,,,Communication,99.97245742777687,Rural
99,,,Recreation and culture,106.7731202825353,Rural
99,,,Education,164.44239896882482,Rural
99,,,Restaurants and hotels,111.77429720413716,Rural
99,,,Miscellaneous goods and services,106.52367633596549,Rural
100,,,GENERAL INDEX (CPI),127.1145727844567,Rural
100,,,Food and non-alcoholic beverages,144.8059064039159,Rural
100,,,Bread and cereals ,137.44216997712022,Rural
100,,,Meat,113.8687967032677,Rural
100,,,"Milk, cheese and eggs",108.5948463959827,Rural
100,,,Vegetables ,154.13366568364304,Rural
100,,,Non-alcoholic beverages ,112.45759606849448,Rural
100,,,Alcoholic beverages and tobacco,120.90265345383318,Rural
100,,,Clothing and footwear,109.9258390858216,Rural
100,,,"Housing, water, electricity, gas and other fuels",97.8423262065415,Rural
100,,,"Furnishing, household equipment and routine household maintenance ",105.83941609170944,Rural
100,,,Health,106.18935579971111,Rural
100,,,Transport,101.04187902424354,Rural
100,,,Communication,99.97245742777687,Rural
100,,,Recreation and culture,108.7725678406091,Rural
100,,,Education,164.44239896882482,Rural
100,,,Restaurants and hotels,112.08955458989503,Rural
100,,,Miscellaneous goods and services,106.18539770503911,Rural
101,,,GENERAL INDEX (CPI),125.3123495426139,Rural
101,,,Food and non-alcoholic beverages,140.67881738714033,Rural
101,,,Bread and cereals ,139.9181976002861,Rural
101,,,Meat,115.21985324697722,Rural
101,,,"Milk, cheese and eggs",107.81672175079403,Rural
101,,,Vegetables ,148.19910690356886,Rural
101,,,Non-alcoholic beverages ,112.57040637801249,Rural
101,,,Alcoholic beverages and tobacco,118.40067908594092,Rural
101,,,Clothing and footwear,109.88003721495434,Rural
101,,,"Housing, water, electricity, gas and other fuels",100.30348966385019,Rural
101,,,"Furnishing, household equipment and routine household maintenance ",105.86754642144697,Rural
101,,,Health,106.10132156499176,Rural
101,,,Transport,101.50058870085567,Rural
101,,,Communication,99.97245742777687,Rural
101,,,Recreation and culture,108.38178867463417,Rural
101,,,Education,164.44239896882482,Rural
101,,,Restaurants and hotels,112.23282565052489,Rural
101,,,Miscellaneous goods and services,106.43494420477393,Rural
102,,,GENERAL INDEX (CPI),123.74917394088803,Rural
102,,,Food and non-alcoholic beverages,135.53528266493393,Rural
102,,,Bread and cereals ,137.4124843103957,Rural
102,,,Meat,115.11460147286166,Rural
102,,,"Milk, cheese and eggs",107.94714525809579,Rural
102,,,Vegetables ,142.18677809465302,Rural
102,,,Non-alcoholic beverages ,111.64781033642612,Rural
102,,,Alcoholic beverages and tobacco,118.7041296660408,Rural
102,,,Clothing and footwear,110.28298166305272,Rural
102,,,"Housing, water, electricity, gas and other fuels",105.0870413077989,Rural
102,,,"Furnishing, household equipment and routine household maintenance ",105.91768514665407,Rural
102,,,Health,105.85077232428519,Rural
102,,,Transport,101.44674560370613,Rural
102,,,Communication,99.97245742777687,Rural
102,,,Recreation and culture,107.68788135960722,Rural
102,,,Education,164.44239896882482,Rural
102,,,Restaurants and hotels,112.20502232401022,Rural
102,,,Miscellaneous goods and services,106.92316724576351,Rural
103,,,GENERAL INDEX (CPI),123.91582768092094,Rural
103,,,Food and non-alcoholic beverages,135.61972864848937,Rural
103,,,Bread and cereals ,134.8060106817533,Rural
103,,,Meat,115.05137930167245,Rural
103,,,"Milk, cheese and eggs",108.57473335612535,Rural
103,,,Vegetables ,145.01512228696885,Rural
103,,,Non-alcoholic beverages ,108.99664293157662,Rural
103,,,Alcoholic beverages and tobacco,117.11431951703197,Rural
103,,,Clothing and footwear,110.6165662193495,Rural
103,,,"Housing, water, electricity, gas and other fuels",107.48156516803178,Rural
103,,,"Furnishing, household equipment and routine household maintenance ",106.30298646666067,Rural
103,,,Health,105.97436503300565,Rural
103,,,Transport,101.11744928850153,Rural
103,,,Communication,99.97245742777687,Rural
103,,,Recreation and culture,107.78299533058387,Rural
103,,,Education,163.8754271191188,Rural
103,,,Restaurants and hotels,112.45276901189364,Rural
103,,,Miscellaneous goods and services,102.67952158328083,Rural
104,,,GENERAL INDEX (CPI),125.04632733672419,Rural
104,,,Food and non-alcoholic beverages,138.027813420783,Rural
104,,,Bread and cereals ,133.28169441708425,Rural
104,,,Meat,114.29793786649394,Rural
104,,,"Milk, cheese and eggs",108.58070864998169,Rural
104,,,Vegetables ,150.71834048655197,Rural
104,,,Non-alcoholic beverages ,108.71061913271647,Rural
104,,,Alcoholic beverages and tobacco,117.59737369680467,Rural
104,,,Clothing and footwear,111.00934483659339,Rural
104,,,"Housing, water, electricity, gas and other fuels",107.02318284351286,Rural
104,,,"Furnishing, household equipment and routine household maintenance ",106.2603780707535,Rural
104,,,Health,105.90385501753312,Rural
104,,,Transport,101.14396425944992,Rural
104,,,Communication,99.97245742777687,Rural
104,,,Recreation and culture,107.75248168387974,Rural
104,,,Education,163.8754271191188,Rural
104,,,Restaurants and hotels,112.46834353317024,Rural
104,,,Miscellaneous goods and services,102.65699920987144,Rural
105,,,GENERAL INDEX (CPI),127.36317244813604,Rural
105,,,Food and non-alcoholic beverages,142.49495287729667,Rural
105,,,Bread and cereals ,134.20678560789372,Rural
105,,,Meat,114.25600378789657,Rural
105,,,"Milk, cheese and eggs",108.49467544453962,Rural
105,,,Vegetables ,156.65682282302112,Rural
105,,,Non-alcoholic beverages ,109.72521193928247,Rural
105,,,Alcoholic beverages and tobacco,115.72301711252864,Rural
105,,,Clothing and footwear,111.58906669731539,Rural
105,,,"Housing, water, electricity, gas and other fuels",108.71444076858371,Rural
105,,,"Furnishing, household equipment and routine household maintenance ",106.21516008839569,Rural
105,,,Health,105.6563173919485,Rural
105,,,Transport,101.34133889645028,Rural
105,,,Communication,99.97245742777687,Rural
105,,,Recreation and culture,107.53217257182285,Rural
105,,,Education,163.8754271191188,Rural
105,,,Restaurants and hotels,112.77331221971177,Rural
105,,,Miscellaneous goods and services,102.71393399414022,Rural
106,,,GENERAL INDEX (CPI),129.2653955404838,Rural
106,,,Food and non-alcoholic beverages,144.77637594115947,Rural
106,,,Bread and cereals ,136.21962936185446,Rural
106,,,Meat,113.97777968062772,Rural
106,,,"Milk, cheese and eggs",109.04245753715509,Rural
106,,,Vegetables ,159.36675826563567,Rural
106,,,Non-alcoholic beverages ,110.95467446021215,Rural
106,,,Alcoholic beverages and tobacco,117.44943907266811,Rural
106,,,Clothing and footwear,111.99962437305294,Rural
106,,,"Housing, water, electricity, gas and other fuels",112.40443731742138,Rural
106,,,"Furnishing, household equipment and routine household maintenance ",106.12539788763787,Rural
106,,,Health,105.65543719214973,Rural
106,,,Transport,101.34135692305784,Rural
106,,,Communication,99.97245742777687,Rural
106,,,Recreation and culture,107.5177087729769,Rural
106,,,Education,163.8754271191188,Rural
106,,,Restaurants and hotels,112.70057896096695,Rural
106,,,Miscellaneous goods and services,102.77072964277181,Rural
107,,,GENERAL INDEX (CPI),123.72185188718534,Rural
107,,,Food and non-alcoholic beverages,133.2146400690535,Rural
107,,,Bread and cereals ,133.0857823790148,Rural
107,,,Meat,115.63192810230699,Rural
107,,,"Milk, cheese and eggs",108.95508739793242,Rural
107,,,Vegetables ,139.23303560361185,Rural
107,,,Non-alcoholic beverages ,111.03677735634189,Rural
107,,,Alcoholic beverages and tobacco,117.24636196522725,Rural
107,,,Clothing and footwear,111.04644168695637,Rural
107,,,"Housing, water, electricity, gas and other fuels",112.42636760986568,Rural
107,,,"Furnishing, household equipment and routine household maintenance ",106.49763355053933,Rural
107,,,Health,105.56765676444908,Rural
107,,,Transport,101.85024110637269,Rural
107,,,Communication,99.97245742777687,Rural
107,,,Recreation and culture,107.53549142964306,Rural
107,,,Education,163.8754271191188,Rural
107,,,Restaurants and hotels,112.78259763051476,Rural
107,,,Miscellaneous goods and services,102.89401648311821,Rural
108,,,GENERAL INDEX (CPI),120.66428066175546,Rural
108,,,Food and non-alcoholic beverages,126.75228478900634,Rural
108,,,Bread and cereals ,131.38317395350796,Rural
108,,,Meat,116.85721693365015,Rural
108,,,"Milk, cheese and eggs",109.42162809840387,Rural
108,,,Vegetables ,127.91614872658397,Rural
108,,,Non-alcoholic beverages ,111.04503890987482,Rural
108,,,Alcoholic beverages and tobacco,118.24765404796868,Rural
108,,,Clothing and footwear,111.07905462674789,Rural
108,,,"Housing, water, electricity, gas and other fuels",112.00323517277866,Rural
108,,,"Furnishing, household equipment and routine household maintenance ",106.58305951532321,Rural
108,,,Health,105.99187647312561,Rural
108,,,Transport,101.84405379964305,Rural
108,,,Communication,99.97245742777687,Rural
108,,,Recreation and culture,107.53414727875833,Rural
108,,,Education,163.8754271191188,Rural
108,,,Restaurants and hotels,112.708225915411,Rural
108,,,Miscellaneous goods and services,103.1162671665383,Rural
109,,,GENERAL INDEX (CPI),120.41356399108399,Rural
109,,,Food and non-alcoholic beverages,125.56439657576814,Rural
109,,,Bread and cereals ,130.43137899670998,Rural
109,,,Meat,117.66544018812664,Rural
109,,,"Milk, cheese and eggs",110.95202976432554,Rural
109,,,Vegetables ,126.43396146798307,Rural
109,,,Non-alcoholic beverages ,111.0296388400132,Rural
109,,,Alcoholic beverages and tobacco,118.08421358580958,Rural
109,,,Clothing and footwear,111.68951610939752,Rural
109,,,"Housing, water, electricity, gas and other fuels",112.58419679778643,Rural
109,,,"Furnishing, household equipment and routine household maintenance ",107.46246790118994,Rural
109,,,Health,105.72538836869958,Rural
109,,,Transport,101.87041021571946,Rural
109,,,Communication,99.97245742777687,Rural
109,,,Recreation and culture,107.53980956239782,Rural
109,,,Education,170.62627552513732,Rural
109,,,Restaurants and hotels,114.25904246559273,Rural
109,,,Miscellaneous goods and services,103.29072810419956,Rural
110,,,GENERAL INDEX (CPI),120.97268631724451,Rural
110,,,Food and non-alcoholic beverages,126.43697641448382,Rural
110,,,Bread and cereals ,126.53663841129755,Rural
110,,,Meat,117.56370687093904,Rural
110,,,"Milk, cheese and eggs",113.64428122824732,Rural
110,,,Vegetables ,128.91117329523183,Rural
110,,,Non-alcoholic beverages ,111.08968691169571,Rural
110,,,Alcoholic beverages and tobacco,118.77513447929294,Rural
110,,,Clothing and footwear,111.83337928742566,Rural
110,,,"Housing, water, electricity, gas and other fuels",113.15536398280558,Rural
110,,,"Furnishing, household equipment and routine household maintenance ",107.91799823103736,Rural
110,,,Health,105.5949883830276,Rural
110,,,Transport,101.88944469683464,Rural
110,,,Communication,99.97245742777687,Rural
110,,,Recreation and culture,107.53297402324746,Rural
110,,,Education,170.62627552513732,Rural
110,,,Restaurants and hotels,113.6187193825034,Rural
110,,,Miscellaneous goods and services,103.07026380823358,Rural
111,,,GENERAL INDEX (CPI),122.5734690026584,Rural
111,,,Food and non-alcoholic beverages,129.1666846971503,Rural
111,,,Bread and cereals ,123.94997558709959,Rural
111,,,Meat,117.4502525203513,Rural
111,,,"Milk, cheese and eggs",113.50826561019463,Rural
111,,,Vegetables ,133.7818006512952,Rural
111,,,Non-alcoholic beverages ,112.23926547046167,Rural
111,,,Alcoholic beverages and tobacco,119.30359602090769,Rural
111,,,Clothing and footwear,111.97821833057424,Rural
111,,,"Housing, water, electricity, gas and other fuels",114.33118665957777,Rural
111,,,"Furnishing, household equipment and routine household maintenance ",109.17825754536301,Rural
111,,,Health,105.6563283718876,Rural
111,,,Transport,101.94071061982027,Rural
111,,,Communication,99.97245742777687,Rural
111,,,Recreation and culture,107.52071140210181,Rural
111,,,Education,170.62627552513732,Rural
111,,,Restaurants and hotels,113.51008469026694,Rural
111,,,Miscellaneous goods and services,103.03936842190204,Rural
112,,,GENERAL INDEX (CPI),125.48199508657912,Rural
112,,,Food and non-alcoholic beverages,130.06096296800064,Rural
112,,,Bread and cereals ,124.53742449782177,Rural
112,,,Meat,117.48280850468619,Rural
112,,,"Milk, cheese and eggs",112.58726586396045,Rural
112,,,Vegetables ,135.4778057578659,Rural
112,,,Non-alcoholic beverages ,115.22413295936568,Rural
112,,,Alcoholic beverages and tobacco,119.86648364441668,Rural
112,,,Clothing and footwear,112.3149119768923,Rural
112,,,"Housing, water, electricity, gas and other fuels",123.06104908155353,Rural
112,,,"Furnishing, household equipment and routine household maintenance ",110.23669985684056,Rural
112,,,Health,105.50223193828751,Rural
112,,,Transport,122.60696329223276,Rural
112,,,Communication,99.97245742777687,Rural
112,,,Recreation and culture,107.27851230277892,Rural
112,,,Education,170.62627552513732,Rural
112,,,Restaurants and hotels,113.63540425937995,Rural
112,,,Miscellaneous goods and services,103.06943631055496,Rural
113,,,GENERAL INDEX (CPI),126.45660506455074,Rural
113,,,Food and non-alcoholic beverages,131.86873814263072,Rural
113,,,Bread and cereals ,125.71685929017946,Rural
113,,,Meat,118.02670891667115,Rural
113,,,"Milk, cheese and eggs",114.5864668095978,Rural
113,,,Vegetables ,137.84810271197296,Rural
113,,,Non-alcoholic beverages ,114.35927757727366,Rural
113,,,Alcoholic beverages and tobacco,119.77808604925941,Rural
113,,,Clothing and footwear,112.5762064150171,Rural
113,,,"Housing, water, electricity, gas and other fuels",125.29262056987676,Rural
113,,,"Furnishing, household equipment and routine household maintenance ",110.54528124607015,Rural
113,,,Health,105.72220724274722,Rural
113,,,Transport,111.32874472892779,Rural
113,,,Communication,99.97245742777687,Rural
113,,,Recreation and culture,107.4677482512764,Rural
113,,,Education,170.62627552513732,Rural
113,,,Restaurants and hotels,114.92825971965496,Rural
113,,,Miscellaneous goods and services,105.42961728524055,Rural
114,,,GENERAL INDEX (CPI),124.25803422191726,Rural
114,,,Food and non-alcoholic beverages,127.47657979084025,Rural
114,,,Bread and cereals ,121.38714098137754,Rural
114,,,Meat,118.84551958073284,Rural
114,,,"Milk, cheese and eggs",113.79570487273622,Rural
114,,,Vegetables ,132.80577588181603,Rural
114,,,Non-alcoholic beverages ,113.54412474639011,Rural
114,,,Alcoholic beverages and tobacco,117.6155738904602,Rural
114,,,Clothing and footwear,112.94459626014915,Rural
114,,,"Housing, water, electricity, gas and other fuels",126.04223449269264,Rural
114,,,"Furnishing, household equipment and routine household maintenance ",108.65979631929235,Rural
114,,,Health,105.47734985687167,Rural
114,,,Transport,111.1215053550943,Rural
114,,,Communication,99.97245742777687,Rural
114,,,Recreation and culture,107.67570611570959,Rural
114,,,Education,170.62627552513732,Rural
114,,,Restaurants and hotels,114.87381769194118,Rural
114,,,Miscellaneous goods and services,105.55882743739943,Rural
115,,,GENERAL INDEX (CPI),123.5338247835531,Rural
115,,,Food and non-alcoholic beverages,125.12179549203083,Rural
115,,,Bread and cereals ,121.46702016745543,Rural
115,,,Meat,118.77274391656641,Rural
115,,,"Milk, cheese and eggs",114.87107486966195,Rural
115,,,Vegetables ,129.66873795523,Rural
115,,,Non-alcoholic beverages ,116.31226572579914,Rural
115,,,Alcoholic beverages and tobacco,118.68127685833984,Rural
115,,,Clothing and footwear,112.8296393925488,Rural
115,,,"Housing, water, electricity, gas and other fuels",127.9240532433816,Rural
115,,,"Furnishing, household equipment and routine household maintenance ",106.67368282625328,Rural
115,,,Health,105.60103374980395,Rural
115,,,Transport,111.38965871797343,Rural
115,,,Communication,99.97245742777687,Rural
115,,,Recreation and culture,107.97360971090981,Rural
115,,,Education,170.62627552513732,Rural
115,,,Restaurants and hotels,115.33060053015743,Rural
115,,,Miscellaneous goods and services,105.86913078447037,Rural
116,,,GENERAL INDEX (CPI),124.30640496155007,Rural
116,,,Food and non-alcoholic beverages,126.15171283092164,Rural
116,,,Bread and cereals ,120.13318647166261,Rural
116,,,Meat,119.06979673012346,Rural
116,,,"Milk, cheese and eggs",115.87408869959765,Rural
116,,,Vegetables ,132.21403155905676,Rural
116,,,Non-alcoholic beverages ,115.62754476759685,Rural
116,,,Alcoholic beverages and tobacco,117.82852226175761,Rural
116,,,Clothing and footwear,113.1638753055967,Rural
116,,,"Housing, water, electricity, gas and other fuels",129.6408848207048,Rural
116,,,"Furnishing, household equipment and routine household maintenance ",107.05288804943989,Rural
116,,,Health,105.91240906071944,Rural
116,,,Transport,111.38403006651177,Rural
116,,,Communication,99.97245742777687,Rural
116,,,Recreation and culture,108.03503159901237,Rural
116,,,Education,170.62627552513732,Rural
116,,,Restaurants and hotels,115.37040262197117,Rural
116,,,Miscellaneous goods and services,106.242797687936,Rural
117,,,GENERAL INDEX (CPI),123.91707328780798,Rural
117,,,Food and non-alcoholic beverages,125.64563654799731,Rural
117,,,Bread and cereals ,118.87134630145785,Rural
117,,,Meat,120.21288457363516,Rural
117,,,"Milk, cheese and eggs",116.79749323187357,Rural
117,,,Vegetables ,132.61004723353238,Rural
117,,,Non-alcoholic beverages ,116.35806831451052,Rural
117,,,Alcoholic beverages and tobacco,116.0329424470897,Rural
117,,,Clothing and footwear,113.48631251485685,Rural
117,,,"Housing, water, electricity, gas and other fuels",129.43080298514752,Rural
117,,,"Furnishing, household equipment and routine household maintenance ",107.04113932918521,Rural
117,,,Health,105.77069267598287,Rural
117,,,Transport,111.30926256720659,Rural
117,,,Communication,99.97245742777687,Rural
117,,,Recreation and culture,109.29305396389479,Rural
117,,,Education,170.62627552513732,Rural
117,,,Restaurants and hotels,115.75643162140018,Rural
117,,,Miscellaneous goods and services,106.08457556526895,Rural
118,,,GENERAL INDEX (CPI),122.22434006504261,Rural
118,,,Food and non-alcoholic beverages,121.55075243624296,Rural
118,,,Bread and cereals ,118.7933140535688,Rural
118,,,Meat,119.63619734841305,Rural
118,,,"Milk, cheese and eggs",116.61016342810717,Rural
118,,,Vegetables ,125.20864632288607,Rural
118,,,Non-alcoholic beverages ,115.27099611574111,Rural
118,,,Alcoholic beverages and tobacco,118.420342906067,Rural
118,,,Clothing and footwear,115.12868348399206,Rural
118,,,"Housing, water, electricity, gas and other fuels",129.0484081154035,Rural
118,,,"Furnishing, household equipment and routine household maintenance ",107.85897317390476,Rural
118,,,Health,105.40962253987956,Rural
118,,,Transport,111.28291404960567,Rural
118,,,Communication,99.97245742777687,Rural
118,,,Recreation and culture,109.4028047998841,Rural
118,,,Education,170.62627552513732,Rural
118,,,Restaurants and hotels,115.89973499330722,Rural
118,,,Miscellaneous goods and services,106.14672962903546,Rural
119,,,GENERAL INDEX (CPI),121.55130286590422,Rural
119,,,Food and non-alcoholic beverages,120.11221793719812,Rural
119,,,Bread and cereals ,120.99952587421585,Rural
119,,,Meat,120.46706263051965,Rural
119,,,"Milk, cheese and eggs",116.56475527698105,Rural
119,,,Vegetables ,121.6495543730803,Rural
119,,,Non-alcoholic beverages ,115.26066630689263,Rural
119,,,Alcoholic beverages and tobacco,117.78058785394398,Rural
119,,,Clothing and footwear,115.49603530800401,Rural
119,,,"Housing, water, electricity, gas and other fuels",129.07846699774407,Rural
119,,,"Furnishing, household equipment and routine household maintenance ",108.5250819440381,Rural
119,,,Health,105.36208766735388,Rural
119,,,Transport,111.41560371262798,Rural
119,,,Communication,99.97245742777687,Rural
119,,,Recreation and culture,109.31736122754793,Rural
119,,,Education,170.62627552513732,Rural
119,,,Restaurants and hotels,116.0980669141913,Rural
119,,,Miscellaneous goods and services,106.33021298618019,Rural
120,,,GENERAL INDEX (CPI),119.92104112241461,Rural
120,,,Food and non-alcoholic beverages,116.4354234430685,Rural
120,,,Bread and cereals ,122.96739746056856,Rural
120,,,Meat,121.35610528732045,Rural
120,,,"Milk, cheese and eggs",116.56943076848354,Rural
120,,,Vegetables ,113.97460127951905,Rural
120,,,Non-alcoholic beverages ,115.81202658783583,Rural
120,,,Alcoholic beverages and tobacco,116.75965814111645,Rural
120,,,Clothing and footwear,115.98197202137243,Rural
120,,,"Housing, water, electricity, gas and other fuels",128.890719863581,Rural
120,,,"Furnishing, household equipment and routine household maintenance ",108.86823974671195,Rural
120,,,Health,105.4021230574734,Rural
120,,,Transport,111.41614338862574,Rural
120,,,Communication,99.97245742777687,Rural
120,,,Recreation and culture,109.21978395851295,Rural
120,,,Education,170.62627552513732,Rural
120,,,Restaurants and hotels,116.11222900047247,Rural
120,,,Miscellaneous goods and services,111.1735459522839,Rural
121,,,GENERAL INDEX (CPI),119.88001930759728,Rural
121,,,Food and non-alcoholic beverages,115.6446733203224,Rural
121,,,Bread and cereals ,124.44659839252701,Rural
121,,,Meat,121.44923176405786,Rural
121,,,"Milk, cheese and eggs",116.49351224714796,Rural
121,,,Vegetables ,110.67648979157873,Rural
121,,,Non-alcoholic beverages ,115.8130685668873,Rural
121,,,Alcoholic beverages and tobacco,118.5825219882704,Rural
121,,,Clothing and footwear,117.90141309348431,Rural
121,,,"Housing, water, electricity, gas and other fuels",129.20485951248276,Rural
121,,,"Furnishing, household equipment and routine household maintenance ",109.63843457845786,Rural
121,,,Health,104.97337109754613,Rural
121,,,Transport,110.9367135016163,Rural
121,,,Communication,99.97245742777687,Rural
121,,,Recreation and culture,121.71762804140795,Rural
121,,,Education,175.20520907380316,Rural
121,,,Restaurants and hotels,115.23025282456726,Rural
121,,,Miscellaneous goods and services,106.6797326153484,Rural
122,,,GENERAL INDEX (CPI),119.36960222390692,Rural
122,,,Food and non-alcoholic beverages,115.38533252288654,Rural
122,,,Bread and cereals ,122.87599094850044,Rural
122,,,Meat,125.8383042935625,Rural
122,,,"Milk, cheese and eggs",116.99367982895266,Rural
122,,,Vegetables ,113.06847489570553,Rural
122,,,Non-alcoholic beverages ,115.03894536517727,Rural
122,,,Alcoholic beverages and tobacco,118.09985579328863,Rural
122,,,Clothing and footwear,118.2124083476453,Rural
122,,,"Housing, water, electricity, gas and other fuels",127.13298307224991,Rural
122,,,"Furnishing, household equipment and routine household maintenance ",110.36682696504194,Rural
122,,,Health,105.28169727570406,Rural
122,,,Transport,110.9078328174467,Rural
122,,,Communication,99.97245742777687,Rural
122,,,Recreation and culture,120.9255342379825,Rural
122,,,Education,175.20520907380316,Rural
122,,,Restaurants and hotels,114.92847641612902,Rural
122,,,Miscellaneous goods and services,106.67826165825373,Rural
123,,,GENERAL INDEX (CPI),123.01854269794302,Rural
123,,,Food and non-alcoholic beverages,123.02280588548749,Rural
123,,,Bread and cereals ,124.7912650439434,Rural
123,,,Meat,128.6914235731259,Rural
123,,,"Milk, cheese and eggs",118.05282849545044,Rural
123,,,Vegetables ,125.13694426404818,Rural
123,,,Non-alcoholic beverages ,115.04368887344158,Rural
123,,,Alcoholic beverages and tobacco,117.67040073730685,Rural
123,,,Clothing and footwear,119.61811349922304,Rural
123,,,"Housing, water, electricity, gas and other fuels",126.48419556291925,Rural
123,,,"Furnishing, household equipment and routine household maintenance ",111.18099765687731,Rural
123,,,Health,105.4143055370573,Rural
123,,,Transport,110.94460370485555,Rural
123,,,Communication,99.97245742777687,Rural
123,,,Recreation and culture,120.9007241118394,Rural
123,,,Education,175.20520907380316,Rural
123,,,Restaurants and hotels,115.11805838013501,Rural
123,,,Miscellaneous goods and services,107.54947246171581,Rural
124,,,GENERAL INDEX (CPI),124.54972380031998,Rural
124,,,Food and non-alcoholic beverages,125.33032368704139,Rural
124,,,Bread and cereals ,126.40659877297244,Rural
124,,,Meat,131.15244200314248,Rural
124,,,"Milk, cheese and eggs",120.97372220972572,Rural
124,,,Vegetables ,128.8784388865613,Rural
124,,,Non-alcoholic beverages ,116.25719828500745,Rural
124,,,Alcoholic beverages and tobacco,117.94744637234176,Rural
124,,,Clothing and footwear,120.35020231891447,Rural
124,,,"Housing, water, electricity, gas and other fuels",128.43953326557624,Rural
124,,,"Furnishing, household equipment and routine household maintenance ",111.57873968481607,Rural
124,,,Health,105.80090279879289,Rural
124,,,Transport,111.0266418099555,Rural
124,,,Communication,99.97245742777687,Rural
124,,,Recreation and culture,120.40935617598142,Rural
124,,,Education,175.20520907380316,Rural
124,,,Restaurants and hotels,115.33218762652315,Rural
124,,,Miscellaneous goods and services,107.5321615565149,Rural
125,,,GENERAL INDEX (CPI),125.55777174763338,Rural
125,,,Food and non-alcoholic beverages,126.72465075120057,Rural
125,,,Bread and cereals ,130.3031300823773,Rural
125,,,Meat,133.15577991623286,Rural
125,,,"Milk, cheese and eggs",123.45046961554121,Rural
125,,,Vegetables ,128.42862840435185,Rural
125,,,Non-alcoholic beverages ,116.28686914724695,Rural
125,,,Alcoholic beverages and tobacco,118.04462636287323,Rural
125,,,Clothing and footwear,120.51958536899366,Rural
125,,,"Housing, water, electricity, gas and other fuels",129.98689594029167,Rural
125,,,"Furnishing, household equipment and routine household maintenance ",111.72193447800701,Rural
125,,,Health,105.89665312274063,Rural
125,,,Transport,111.60110662263683,Rural
125,,,Communication,99.97245742777687,Rural
125,,,Recreation and culture,120.73456141936384,Rural
125,,,Education,175.20520907380316,Rural
125,,,Restaurants and hotels,115.4788540575065,Rural
125,,,Miscellaneous goods and services,107.82218163188246,Rural
126,,,GENERAL INDEX (CPI),125.40931137419292,Rural
126,,,Food and non-alcoholic beverages,126.35813398812697,Rural
126,,,Bread and cereals ,135.9035450525625,Rural
126,,,Meat,137.28152773890724,Rural
126,,,"Milk, cheese and eggs",124.68365533141053,Rural
126,,,Vegetables ,125.89436020402069,Rural
126,,,Non-alcoholic beverages ,116.2706299845306,Rural
126,,,Alcoholic beverages and tobacco,117.78911922735814,Rural
126,,,Clothing and footwear,120.82239506164458,Rural
126,,,"Housing, water, electricity, gas and other fuels",130.10338312977427,Rural
126,,,"Furnishing, household equipment and routine household maintenance ",112.23695879289012,Rural
126,,,Health,105.82565184305349,Rural
126,,,Transport,111.76699307063566,Rural
126,,,Communication,99.97245742777687,Rural
126,,,Recreation and culture,121.14062814304042,Rural
126,,,Education,175.20520907380316,Rural
126,,,Restaurants and hotels,115.73715957340916,Rural
126,,,Miscellaneous goods and services,107.11740087807821,Rural
127,,,GENERAL INDEX (CPI),125.16325512350936,Rural
127,,,Food and non-alcoholic beverages,125.59377139774088,Rural
127,,,Bread and cereals ,134.78623580743064,Rural
127,,,Meat,137.15021435618593,Rural
127,,,"Milk, cheese and eggs",124.29922270369181,Rural
127,,,Vegetables ,125.4841443759118,Rural
127,,,Non-alcoholic beverages ,116.31927201115191,Rural
127,,,Alcoholic beverages and tobacco,118.63359162442403,Rural
127,,,Clothing and footwear,121.15537460092246,Rural
127,,,"Housing, water, electricity, gas and other fuels",130.1440174657522,Rural
127,,,"Furnishing, household equipment and routine household maintenance ",112.33808718467047,Rural
127,,,Health,106.56975280103136,Rural
127,,,Transport,111.70407150309696,Rural
127,,,Communication,99.97245742777687,Rural
127,,,Recreation and culture,120.93503889059403,Rural
127,,,Education,175.20520907380316,Rural
127,,,Restaurants and hotels,115.85974806507716,Rural
127,,,Miscellaneous goods and services,107.32369765670401,Rural
128,,,GENERAL INDEX (CPI),128.2519673847588,Rural
128,,,Food and non-alcoholic beverages,131.45794587002243,Rural
128,,,Bread and cereals ,137.64167101051348,Rural
128,,,Meat,138.91897983317656,Rural
128,,,"Milk, cheese and eggs",124.84889941073827,Rural
128,,,Vegetables ,135.22893197205227,Rural
128,,,Non-alcoholic beverages ,116.30885927061632,Rural
128,,,Alcoholic beverages and tobacco,119.27413421837977,Rural
128,,,Clothing and footwear,121.31016188927184,Rural
128,,,"Housing, water, electricity, gas and other fuels",130.0608412328635,Rural
128,,,"Furnishing, household equipment and routine household maintenance ",112.77057218139848,Rural
128,,,Health,106.98843839310639,Rural
128,,,Transport,111.79420581943452,Rural
128,,,Communication,99.97245742777687,Rural
128,,,Recreation and culture,120.81401366658052,Rural
128,,,Education,175.20520907380316,Rural
128,,,Restaurants and hotels,115.85276035251385,Rural
128,,,Miscellaneous goods and services,112.45830730367005,Rural
129,,,GENERAL INDEX (CPI),131.06761884507333,Rural
129,,,Food and non-alcoholic beverages,137.23941678684787,Rural
129,,,Bread and cereals ,140.29450006138768,Rural
129,,,Meat,139.51409936929457,Rural
129,,,"Milk, cheese and eggs",125.01609444826924,Rural
129,,,Vegetables ,145.368177521372,Rural
129,,,Non-alcoholic beverages ,116.02254699989015,Rural
129,,,Alcoholic beverages and tobacco,119.54863935965392,Rural
